,ID,nom,departement,ville,CP,type,NO2_2012,PM10_2012,PM25_2012,geometry
160,0750677D,Lycée polyvalent Elisa Lemonnier,75,Paris 12,75012,secondaire,37.72771300039256,25.32879757504445,15.450956697273073,"c(2.40950682466318, 48.8366254371638)"
161,0750679F,Lycée général Paul Valéry,75,Paris 12,75012,secondaire,51.81323858380318,30.476976737976074,19.70497588068247,"c(2.40917618163665, 48.8398336235241)"
162,0750680G,Lycée général et technologique Arago,75,Paris 12,75012,secondaire,44.726246553659436,27.771047632396215,17.33332905367017,"c(2.39431274692718, 48.8479299525721)"
163,0750681H,"Lycée Polyvalent Boulle - Lycée des métiers d'art, d'architecture intérieure et du design",75,Paris 12,75012,secondaire,39.808258438110364,25.8928683757782,15.794649667739868,"c(2.39150433165572, 48.8467537351453)"
164,0750682J,Lycée général Rodin,75,Paris 13,75013,secondaire,37.085673129558565,26.36650279104709,16.083566634058954,"c(2.34718642752099, 48.832482823839)"
165,0750683K,Lycée général Claude Monet,75,Paris 13,75013,secondaire,37.207479974841696,26.272791675138286,16.026793196010402,"c(2.36233564567386, 48.8274354341177)"
166,0750684L,Lycée général Gabriel Fauré,75,Paris 13,75013,secondaire,40.69101262092589,27.744197481870646,17.21220065653324,"c(2.36140042214545, 48.824051491322)"
167,0750685M,Lycée général et technologique Pierre-Gilles de Gennes,75,Paris 13,75013,secondaire,37.67101065635681,26.427355127334593,16.12068661928177,"c(2.3563509298416, 48.8366507022891)"
168,0750686N,Ecole Estienne Ecole supérieure des Arts et Industries Graphiques,75,Paris 13,75013,secondaire,45.54519344329834,29.506951714754106,18.683300775885588,"c(2.3524239209984, 48.8307728114144)"
169,0750688R,Lycée général et technologique Rabelais - Lycée des métiers de la santé  et du social,75,Paris 18,75018,secondaire,40.49009691338521,26.396678342819207,16.101973773241042,"c(2.34561279567158, 48.8992352442535)"
170,0750689S,Lycée général Paul Bert,75,Paris 14,75014,secondaire,37.34912969172001,26.331207827478647,16.067956728860732,"c(2.32881714831129, 48.8408406208346)"
171,0750690T,Lycée général et technologique François Villon,75,Paris 14,75014,secondaire,33.855785366147735,25.538809892442078,15.578844096278772,"c(2.30587324832203, 48.826339485024)"
172,0750691U,Lycée polyvalent Raspail - Lycée des métiers des énergies et de l'environnement,75,Paris 14,75014,secondaire,33.944791482686995,25.716858776807786,15.687283892035484,"c(2.31370383522047, 48.8246102029657)"
173,0750692V,Lycée général et technologique Emile Dubois,75,Paris 14,75014,secondaire,36.422620409540826,26.29240477285348,16.039146304642784,"c(2.33685828511441, 48.8317748598827)"
174,0750693W,Lycée général Buffon,75,Paris 15,75015,secondaire,53.290312502384175,31.698340651988982,20.602027887105944,"c(2.31171152703025, 48.8434577106966)"
175,0750694X,Lycée général Camille Sée,75,Paris 15,75015,secondaire,36.82134695253335,25.56465377907734,15.594828541087914,"c(2.29693139116361, 48.8429580512793)"
176,0750695Y,Lycée polyvalent Fresnel - Lycée des métiers de l'optique,75,Paris 15,75015,secondaire,53.18472285270691,31.986545419692998,20.881183242797853,"c(2.31271202302831, 48.843327658637)"
177,0750696Z,Lycée général et technologique Roger Verlomme - Lycée des métiers de la communication et de la gestion d'entreprise,75,Paris 15,75015,secondaire,36.87799721956253,25.58854979276657,15.609015434980392,"c(2.29316164710079, 48.8480433357637)"
178,0750697A,Lycée Technologique Bâtiment-Saint Lambert,75,Paris 15,75015,secondaire,35.63663560152054,25.29962757229805,15.4327727034688,"c(2.29130225627776, 48.8379702055811)"
179,0750698B,Lycée général et technologique Claude Bernard,75,Paris 16,75016,secondaire,35.41885089039803,24.99173035800457,15.376435354948043,"c(2.25494096367527, 48.8419781053743)"
180,0750699C,Lycée général Janson de Sailly,75,Paris 16,75016,secondaire,36.280887827277176,25.769975759088997,15.719685543328524,"c(2.27944230255975, 48.8655502437312)"
181,0750700D,Lycée général et technologique Jean-Baptiste Say,75,Paris 16,75016,secondaire,41.25983547091485,26.99452873528004,16.930632449388508,"c(2.26736438730417, 48.8472423982871)"
182,0750702F,Lycée général Jean de La Fontaine,75,Paris 16,75016,secondaire,66.07396734654904,36.040814889967436,24.569897332787512,"c(2.25657110139059, 48.8451900089102)"
183,0750703G,Lycée général Molière,75,Paris 16,75016,secondaire,47.20584263086319,29.88909860491752,19.326350424289704,"c(2.27211264669932, 48.855003209451)"
184,0750704H,Lycée général Carnot,75,Paris 17,75017,secondaire,49.62353331565858,30.1018673992157,19.118959679603574,"c(2.30783235050812, 48.884486135383)"
185,0750705J,Lycée général et technologique Honoré de Balzac,75,Paris 17,75849,secondaire,52.64831161201001,31.1436045140028,20.030599285364147,"c(2.31653817229378, 48.8954863584751)"
186,0750707L,Lycée technologique Ecole Nationale de Commerce,75,Paris 17,75017,secondaire,52.386294555664044,31.17829058170319,20.05175767898559,"c(2.32091122862082, 48.8971426060346)"
187,0750708M,Lycée Polyvalent Jean Drouant - Lycée des métiers de l'hôtellerie et de la restauration,75,Paris 17,75017,secondaire,39.238450050354,26.309202718734745,16.048613929748534,"c(2.30373950643139, 48.8807481517712)"
188,0750710P,Lycée technologique Auguste Renoir - Lycée des métiers de la photographie et de l'image,75,Paris 18,75018,secondaire,40.436572451591495,26.45048914194107,16.134798634052274,"c(2.32813640891606, 48.8868833937109)"
189,0750711R,Lycée général et technologique Henri Bergson,75,Paris 19,75019,secondaire,40.561931174993525,26.241409195065497,16.00725902557373,"c(2.37792665335591, 48.8811179469471)"
190,0750712S,Lycée polyvalent Diderot,75,Paris 19,75019,secondaire,43.806427655220034,27.437901579141613,17.122119827866555,"c(2.39587618271708, 48.8815120413331)"
191,0750713T,Lycée général et technologique Jacquard - Lycée des métiers des technologies de l'industrie et du développement durable,75,Paris 19,75019,secondaire,40.586726134419436,26.260118704140183,16.018671931922437,"c(2.37642711649445, 48.8806299041293)"
192,0750714U,Lycée général Hélène Boucher,75,Paris 20,75020,secondaire,45.31979921579361,28.0219279718399,17.626856109797952,"c(2.40695439729778, 48.84781880877)"
193,0750715V,Lycée général et technologique Maurice Ravel,75,Paris 20,75020,secondaire,40.600724307298655,26.286189887523648,16.212785859555005,"c(2.40832421121871, 48.8476718015011)"
194,0750770E,Lycée professionnel Abbé Grégoire,75,Paris 03,75003,secondaire,69.72497287273407,37.87143831968308,25.747577539086343,"c(2.35855436477933, 48.8660651453851)"
195,0750775K,Lycée professionnel Gustave Ferrié,75,Paris 10,75010,secondaire,42.923915753364575,27.274351379871373,16.853694696426395,"c(2.36739884336295, 48.8764896793916)"
196,0750776L,Lycée professionnel Marie Laurencin - Lycée des métiers de la mode et de l'esthétique,75,Paris 10,75010,secondaire,49.27498489618301,29.946823137998575,19.114262521266934,"c(2.36363980955968, 48.874592844348)"
197,0750778N,Lycée Professionnel Turquetil - Lycée des métiers de la mode et de l'esthétique Turquetil,75,Paris 11,75011,secondaire,39.933937796950346,25.975074484944344,15.861045466363427,"c(2.39282999508174, 48.852152093128)"
198,0750783U,Lycée professionnel Chennevière Malezieux,75,Paris 12,75012,secondaire,47.993699876070025,29.804432678818703,18.894234004318715,"c(2.37017691083767, 48.8473403620331)"
199,0750784V,Lycée professionnel Métiers de l'Ameublement,75,Paris 12,75012,secondaire,39.808258438110364,25.8928683757782,15.794649667739868,"c(2.39150433165572, 48.8467537351453)"
200,0750785W,Lycée professionnel Galilée,75,Paris 13,75013,secondaire,55.12618217229843,32.790116927623764,21.514971253275878,"c(2.37515312323361, 48.8253185120903)"
201,0750786X,Lycée polyvalent Lazare Ponticelli,75,Paris 13,75013,secondaire,36.20871348381043,26.222436738014217,15.995686733722687,"c(2.34661527580072, 48.8233807302592)"
202,0750787Y,Lycée professionnel Corvisart-Arts Graphiques,75,Paris 13,75013,secondaire,37.60892489671707,26.574615538716323,16.260435586571695,"c(2.34888692278199, 48.8303830664824)"
203,0750788Z,Lycée professionnel Marcel Deprez,75,Paris 11,75011,secondaire,66.70950946092607,34.901996710300445,23.128618165254593,"c(2.37363031591403, 48.8552467214634)"
204,0750793E,Lycée Professionnel Beaugrenelle - Lycée des métiers de la communication et de la gestion d'entreprise,75,Paris 15,75015,secondaire,52.814091410636905,31.872583212852483,20.983655846118925,"c(2.28685861520917, 48.848276640043)"
205,0750794F,Lycée professionnel Brassai - Lycée des métiers de la photographie et de l'image,75,Paris 15,75015,secondaire,36.96044363975525,25.627436017990114,15.63273583650589,"c(2.29833907469082, 48.8441624741232)"
206,0750796H,Lycée Professionnel Octave Feuilet - Lycée des métiers de la mode et de l'esthétique,75,Paris 16,75016,secondaire,36.6793127298355,25.94546568751335,15.897604417800903,"c(2.27244765127692, 48.8612692741528)"
207,0750800M,Lycée professionnel Edmond Rostand,75,Paris 18,75018,secondaire,40.777116394042956,26.332294673919677,16.062699394226073,"c(2.36253123133768, 48.8926499532189)"
208,0750802P,"Lycée professionnel Hector Guimard - Lycée des métiers du batiment, de l'artisanat et du patrimoine bâtiment",75,Paris 19,75019,secondaire,56.55186288416385,32.70813716053962,21.493343565016986,"c(2.3725511341739, 48.8923494410449)"
209,0750808W,Lycée professionnel Etienne Dolet,75,Paris 20,75020,secondaire,41.044217932224285,26.17992414623499,15.996553443670273,"c(2.38672698721776, 48.8687399625854)"
210,0750810Y,Ecole primaire,75,Paris 14,75014,primaire,45.37230771780014,29.61741787910461,18.87900464296341,"c(2.3340407968591, 48.8276382706418)"
211,0750811Z,Ecole primaire,75,Paris 11,75011,primaire,42.0980012011528,26.807095593214036,16.54622840642929,"c(2.393242093136, 48.8537451344782)"
212,0750813B,Ecole primaire,75,Paris 15,75015,primaire,37.03241969585417,25.661616531610484,15.653585990965366,"c(2.29962297567943, 48.8442401481236)"
213,0750814C,Ecole primaire,75,Paris 17,75017,primaire,61.210887891054156,34.66148760020733,22.880508014559744,"c(2.30493299456574, 48.8853183087684)"
214,0750815D,Ecole primaire d'application,75,Paris 13,75013,primaire,42.966789311170565,28.616953794062127,17.937391650378707,"c(2.3474471505661, 48.8355969655364)"
215,0750818G,Ecole primaire,75,Paris 01,75001,primaire,43.2047356891632,27.688614001274107,17.146784613132475,"c(2.33382218843241, 48.8648930928014)"
216,0750819H,Ecole primaire,75,Paris 19,75019,primaire,57.42847347557544,32.95931317359209,21.57391059845686,"c(2.37666191493572, 48.8826582134245)"
217,0750820J,Ecole primaire,75,Paris 14,75014,primaire,36.38940366804599,26.145209587961435,15.957958088070152,"c(2.32269242629407, 48.835087911148)"
218,0750821K,Ecole primaire A,75,Paris 19,75019,primaire,40.44119855701923,26.21681827157736,16.005829031914473,"c(2.38285766438516, 48.892135003881)"
219,0750822L,Ecole primaire,75,Paris 16,75016,primaire,35.62093853354454,25.3558841496706,15.467089480161667,"c(2.27355319840603, 48.8559832724441)"
220,0750823M,Ecole primaire A,75,Paris 13,75013,primaire,37.855474350452425,26.512911624908448,16.231836292743687,"c(2.36326398887655, 48.825927632965)"
221,0750824N,Ecole primaire,75,Paris 16,75016,primaire,36.51138455428185,25.89031250938773,15.795601014159622,"c(2.28077506667188, 48.8688390876783)"
222,0750825P,Ecole primaire A,75,Paris 11,75011,primaire,44.13736972928047,27.67052107870579,17.21430748641491,"c(2.37742656242124, 48.871280242523)"
223,0750826R,Ecole primaire,75,Paris 20,75020,primaire,77.0308674812317,40.38587575495243,28.012384045422074,"c(2.38662428258501, 48.874452017677)"
224,0750828T,Etablissement régional d'enseignement adapté Edith Piaf,75,Paris 20,75020,secondaire,75.81986918449402,40.20823483586312,27.87649431824684,"c(2.40519146395231, 48.8766762319776)"
225,0750831W,Ecole primaire,75,Paris 17,75017,primaire,49.76226940751076,30.35206335783005,19.362838976085182,"c(2.30164228739017, 48.8891914652169)"
226,0750836B,Ecole primaire,75,Paris 15,75015,primaire,37.57766195774078,25.9145901954174,15.82398016795516,"c(2.30719718271964, 48.8431555468626)"
227,0750837C,Ecole primaire d'application,75,Paris 16,75016,primaire,35.00069084763527,24.786672148108483,15.11986991763115,"c(2.26529544001931, 48.8463986949022)"
228,0750838D,Ecole primaire,75,Paris 14,75014,primaire,36.14205277383328,26.15324769854545,15.953480958491564,"c(2.3278299676755, 48.8326553121952)"
229,0750840F,Ecole primaire,75,Paris 11,75011,primaire,39.42100555375218,25.79754050467163,15.738229700140653,"c(2.39649946281824, 48.8498485314575)"
230,0750841G,Ecole primaire d'application,75,Paris 12,75012,primaire,39.10269629359245,25.754723175764077,15.710381007492542,"c(2.3940843165349, 48.837455764838)"
231,0750842H,Ecole primaire,75,Paris 20,75020,primaire,39.57706334710122,25.70532587647438,15.68024876743555,"c(2.403190282744, 48.867720597379)"
232,0750843J,Ecole primaire,75,Paris 09,75009,primaire,40.872273772954934,26.64536765217781,16.297724172472957,"c(2.32875670425646, 48.8829846784391)"
233,0750845L,Ecole primaire,75,Paris 01,75001,primaire,40.096083794832225,26.46764462828636,16.157713296860454,"c(2.32685042097565, 48.8681052173346)"
234,0750846M,Ecole primaire,75,Paris 07,75007,primaire,41.376059606671326,27.22815814614296,16.875916425138712,"c(2.29985267015726, 48.8588893743011)"
235,0750847N,Ecole élémentaire,75,Paris 18,75018,primaire,46.80634977817537,28.364687655568126,17.741159908771515,"c(2.3518386452528, 48.8951547199859)"
236,0750848P,Ecole primaire,75,Paris 12,75012,primaire,39.38909504036885,26.352421078681946,16.07497722864151,"c(2.37277261486073, 48.8509810983926)"
237,0750850S,Ecole primaire,75,Paris 12,75012,primaire,42.18929715156556,27.029645142555236,16.827443332672118,"c(2.39513544225333, 48.8336387865307)"
238,0750853V,Ecole primaire,75,Paris 19,75019,primaire,39.431227481588714,25.919295604079966,15.813280359171332,"c(2.39870430069202, 48.8876479785713)"
239,0750854W,Ecole primaire,75,Paris 15,75015,primaire,34.846582537889475,25.55213153064251,15.586800473928454,"c(2.30409263215464, 48.8310553696497)"
240,0750855X,Ecole primaire,75,Paris 16,75016,primaire,36.607306348681455,25.666240723133093,15.675776878297329,"c(2.28191331763405, 48.8573728782334)"
241,0750856Y,Ecole primaire,75,Paris 13,75013,primaire,40.72950814247132,27.75878699183464,17.221100302338602,"c(2.36068780446827, 48.8249605505575)"
242,0750857Z,Ecole primaire,75,Paris 07,75007,primaire,38.613759030699725,26.4439973577857,16.1464786824584,"c(2.32554353386065, 48.8521712560177)"
243,0750858A,Ecole primaire,75,Paris 10,75010,primaire,58.904292443394674,33.48476027399302,22.066423980891706,"c(2.37013346656516, 48.8768656310925)"
244,0750862E,Ecole primaire,75,Paris 19,75019,primaire,43.59718716144562,27.31243803739548,16.939326844215394,"c(2.38977225569125, 48.8803955961413)"
245,0750863F,Ecole primaire,75,Paris 15,75015,primaire,35.99473287165165,25.616205783188338,15.62588567212224,"c(2.30329739323219, 48.8365351243381)"
246,0750864G,Ecole primaire,75,Paris 13,75013,primaire,36.79702082481236,26.265144565608352,16.022908475901932,"c(2.35543515444235, 48.825101436999)"
247,0750865H,Ecole primaire A,75,Paris 18,75018,primaire,63.82331008911133,35.54320759773255,23.730355834960942,"c(2.3351469168429, 48.8920423892541)"
248,0750868L,Ecole primaire,75,Paris 12,75012,primaire,49.93864775836468,30.186866677701477,19.284368948191407,"c(2.37730490304623, 48.8461041845016)"
249,0750871P,Ecole primaire,75,Paris 15,75015,primaire,37.33240455985069,25.770126593112945,15.719777469336984,"c(2.29719388083623, 48.851481967964)"
250,0750872R,Ecole primaire,75,Paris 07,75007,primaire,39.04915266513825,26.506157408952717,16.263656145334245,"c(2.31301498346575, 48.8495979598491)"
251,0750873S,Ecole primaire,75,Paris 02,75002,primaire,45.48648136854171,28.51072807610035,17.886513473689554,"c(2.34968963004283, 48.8671558754344)"
252,0750874T,Ecole primaire,75,Paris 13,75013,primaire,38.10856570005417,26.597725206613546,16.339032366871837,"c(2.36904182283731, 48.8208884725323)"
253,0750877W,Ecole primaire,75,Paris 20,75020,primaire,38.78733571767806,25.576661931872373,15.629753777980802,"c(2.41107636380268, 48.8567580177719)"
254,0750878X,Ecole primaire,75,Paris 10,75010,primaire,41.184652835130684,26.57668256759644,16.247927084565166,"c(2.36476523579784, 48.8783427487277)"
255,0750880Z,Ecole primaire,75,Paris 15,75015,primaire,44.83756206512452,29.078497796058656,18.46688402891159,"c(2.3165070447768, 48.8431038745879)"
